rfid,total_days_diff
7982322909,
3983971037,
6866152589,
1500231,
2967525,
2454714,
2021533,
1698084020,
4606186,
5163937858,
5449774561,
1402717,
9373038078,
2828144,
9487414819,
907778,
5619249932,
113281,
2133106179,
1040528436,
1120257,
1320624,
1454572,
9914660117,
1438556,
9275220947,
4047865,
1804734,
710092,
4041230777,
9465284797,
121933,
9384546276,
2509075,
3997219227,
748726,
605075,
1276884,
2074759,
9741674107,
2102877,
1284370,
7425182857,
4640148527,
7136779877,
6453144819,
191856282,
717506,
7908311686,
1272925,
2345719,
4928431,
3042218,
3953178,
732131560,
2588528,
3997217792,
7058246745,
7112935241,
5063467971,
6880649029,
1895585,
5886933,
3347223695,
5356831440,
3484797,
3012516,
5349240079,
7683184686,
6024381343,
839461,
9811951836,
1165745,
7683207457,
21704563,
2972077,
9812046781,
2224287307,
6919810097,
9275278628,
9945436697,
3327738826,
17357117,
1969300,
7893981848,
920883,
636667,
6449254863,
1339418317,
3627655705,
7431451,
2409703623,
1090957972,
9811967810,
9741674138,
924067,
122935,
47624993,
7079329016,
8945849414,
6919816479,
6953052020,
3127947676,
3392934593,
103317049,
3589579752,
4540804760,
3463304886,
2974773,
2361455,
2865704644,
607147,
2971018,
663234,
1413948,
9653329808,
3294352005,
1431187,
3954795,
3918735,
7093716354,
9194555565,
5357190768,
6713491929,
5563160311,
3552623,
4028059777,
9384546458,
608186,
9384544861,
7413665091,
837116,
101140,
6424606,
9659135282,
9811887483,
1708828542,
3958748,
1394425,
2006564,
1520595,
609987,
3227612960,
1299787,
7679535371,
2491026,
6571950295,
2258862768,
606192,
3046632,
2930461,
6274134104,
1650680,
9811949876,
9725262214,
851183182,
84992,
9627799729,
85303,
662255,
6521249879,
6781508410,
8392007212,
68066300,
5778890809,
9194544318,
37865102,
8159371768,
3377961973,
2360275,
6571949362,
2314049,
2962561,
126693939,
2593268,
1480730865,
1166735,
2408315,
5231640328,
642267,
1808241,
607906,
608172,
5231641496,
868717,
1868488,
2983855,
9663465288,
747531,
9945436512,
2360444,
795661,
2657072540,
9653359078,
623937,
1461309,
8981722860,
342032020,
602274,
838315,
1413174,
1509763,
581143,
6781509556,
1226928,
855070,
2944560,
3463307173,
1343774989,
2880497,
940660,
9653200369,
8974394470,
1526716,
4708708172,
7785366401,
9750093808,
2006578686,
1090951489,
1914761813,
101958,
322833453,
741544,
8018174448,
103320863,
9275279903,
5145105470,
2590029184,
887680,
1160252,
622522,
1427363,
1309988,
701708,
2189221,
1523644,
3463304688,
1034587520,
1591304,
4041247390,
1664252,
1552257,
831220426,
743118,
3099580,
9191707699,
4006936823,
7493927,
3782592,
1221149,
8222923444,
1703638,
1320675,
3604874,
4343849096,
1193219685,
1182739,
7456182069,
784947,
8945854409,
4964347935,
825747,
2956288,
1481021,
1376550,
968451099,
7916372982,
766545,
103320835,
6341198325,
2588163,
662455,
3463306595,
606464,
2440797,
1840814,
546586020,
8210107003,
6478008,
5030158644,
6283915640,
46323,
5708037838,
9384549598,
1202295,
2375213,
468897611,
