rfid,days_diff_sum
3265933303,4
700751,4
8573988990,4
7875709230,4
1121860,4
601177,4
1296559,4
2316444,4
1232988,4
804511,4
3494515,4
1868401,4
1614360,4
6453143079,4
1309617,4
1260494,4
3700300,4
87656,4
836278,4
1928761,4
101596,4
7681573276,4
3478141,4
602098,4
1377114989,4
9487413557,4
1724823,4
1169206,4
601838,4
2326691,3
1830191,3
8570910423,3
1618520,3
2544211429,3
2333784,3
580227,3
1247527,3
3228357846,3
3665045,3
6953035940,3
9129173,3
1920439,3
9824444486,3
602213,3
1753937,3
600385,3
184541,3
1618850,3
8448308851,3
620258,3
867322,3
1824311,3
720540,3
122918,3
93073,3
648306,3
880141,3
1828726,3
2016940,3
1241904,3
4376309,3
238238,3
440369046,3
1410908365,3
2363255,3
1840251,3
597867,3
2519660162,3
8271211159,3
101614,3
825856,3
121195,3
601285,3
672612,3
721332,3
1000070,3
81196,3
3983520,3
5611599632,3
1240899,3
2352911,3
1862975,3
766911,3
1186405,3
1901698,3
1426927,3
3664917,3
1280743,3
861439,3
1164483,3
2303451,3
4626021744,3
2886067282,3
2483578,3
8317978482,3
1846831,3
3561327,3
2020084,3
1655289,3
6024521,3
1802490,3
1342841,3
1977248932,3
1403286,3
1684670612,3
7331526361,3
601305,3
101704,3
6161419276,3
7587053122,3
887109,3
1969999499,3
1476422,3
1282816,3
2363651,3
1841061,3
6537911128,3
1448284,3
3523701,3
2680190479,3
2886068406,3
1436678,3
7679536117,3
4495062,3
1863903,3
8837253751,3
838927,3
8570946806,3
5558270818,3
1342570,3
1220450,3
1244688,3
1387327,3
89522,3
2899464,3
3269704284,3
3605525,3
2115270,3
2479237,3
980308,3
1440296,3
2822855,3
2303618,3
2469118,3
994245,3
8392026522,3
1297594,3
1240377,3
1420806,2
3866787015,2
1653248,2
1520414,2
2950721144,2
721135,2
1813534,2
3319731262,2
2514090,2
2794198,2
1103693,2
600411,2
620458,2
1438478,2
1728643,2
2858712,2
4806955580,2
184165,2
647165,2
8840802153,2
4626023901,2
983381,2
2937631340,2
821016,2
2480606,2
2881354,2
7533530012,2
1155350,2
1388842292,2
1044195,2
1523171,2
1902301191,2
2759865,2
564121,2
2963522,2
1300361,2
621091,2
1370054858,2
1840757,2
6408721,2
91672,2
6510359920,2
3053104092,2
3157195339,2
7350632771,2
1475752,2
3478142,2
84259,2
9833673825,2
3431259615,2
2041698,2
1101623,2
5532371274,2
694958875,2
1720221,2
6537822058,2
2963533,2
121369,2
2961681,2
1355429,2
9651410667,2
2797402,2
840482,2
1165390,2
1732817,2
1227113,2
1370876,2
2625845183,2
120380,2
2458811,2
65751,2
862288,2
1240231,2
1394598,2
4628035508,2
1362118,2
6088572456,2
5216549372,2
1323828,2
5156981742,2
1321874,2
1336107136,2
3474592,2
2506698,2
2487049,2
787038,2
1762315,2
2074748,2
1272218,2
1715439,2
1163210,2
622145,2
962074,2
601990,2
1397457,2
2592313,2
1901732,2
1580174,2
440365431,2
1202203,2
92686,2
3280951,2
1273443,2
412,2
601389,2
2483611,2
605026,2
914208,2
580303,2
600838,2
747089,2
1040277,2
9201983923,2
940188,2
160248,2
1504534,2
80895,2
855165,2
88484,2
9833671777,2
126706653,2
840150,2
1187919,2
84394,2
6161420119,2
78734,2
180883,2
3084111,2
1467277,2
2963561,2
2827772,2
2387248444,2
9118824904,2
5201791771,2
683574,2
1344926,2
2539380,2
102680825,2
1800094,2
6701368011,2
2370141542,2
4519735200,2
2479398,2
1509887,2
689645,2
2556232,2
3564459056,2
434911902,2
224431,2
622941,2
725271,2
700989,2
1804128,2
1007785,2
1449484260,2
2041773,2
1475919,2
221110,2
121085,2
804994,2
5638217125,2
3392934658,2
7644486173,2
3615656301,2
1342714,2
2442664684,2
900084,2
1956585,2
4511961,2
907777,2
1320413,2
616583,2
2505013182,2
1200513,2
8047466,2
1136624,2
80622,2
4343849228,1
2009105,1
628150,1
583975864,1
3451972,1
2930400,1
1962169,1
2387249127,1
7268211559,1
504963,1
1366414876,1
582301,1
3644192394,1
1782459,1
140849,1
8269784685,1
1960620,1
1547144,1
1827650,1
3647088591,1
1819689,1
3352368,1
80708,1
2035063,1
1964794,1
700603,1
2426649873,1
1827655,1
1160047,1
4240382906,1
1194587,1
1255022,1
3206426470,1
1447619,1
5998490922,1
7235266763,1
700214,1
6421046,1
2431221,1
1226211,1
643873,1
1500175,1
3902387,1
7263385049,1
2068471,1
4147633,1
1222075,1
1520485,1
2420321,1
2960016552,1
1380950,1
7025102,1
142246,1
7644484786,1
81769,1
1000217,1
1301010,1
3474387,1
1285755,1
1286796,1
1317065134,1
1366188,1
14464859,1
4149010,1
1120141,1
1942092,1
1925912,1
1860488,1
960738,1
2133105716,1
1901180,1
9461541682,1
1827669,1
1870763,1
811265422,1
121770,1
1432067,1
701730,1
6881630482,1
1294156,1
8703909293,1
1181622,1
1585911,1
8415327522,1
1860413,1
6878130912,1
2133105672,1
8618628764,1
1307458,1
1997417,1
93997,1
4024697,1
7676224248,1
1844812,1
5772717398,1
1674251170,1
5888236,1
585644812,1
1500297,1
2446235106,1
4166488,1
7187221254,1
1376526,1
1760365,1
8750263896,1
3206425641,1
1375681,1
1961026,1
1944114,1
147368,1
860669,1
200249,1
786652,1
1760687,1
3955,1
101847,1
960145,1
1284122,1
4851838473,1
1869667,1
84246,1
1340446,1
645326,1
1433763,1
9097374000,1
142419,1
600851,1
764770,1
2156021709,1
4941884135,1
739928,1
1907266,1
3467329,1
9681472756,1
3858621296,1
80128,1
1002670,1
2367142,1
882043,1
1982321,1
655269,1
749869,1
8199919614,1
867466,1
1286378,1
1388842218,1
2160847,1
1411819,1
1340582,1
2361915,1
2062709,1
8415369249,1
3508789,1
5974888,1
1648280,1
1664403,1
1406669,1
222128,1
1823496,1
1281458,1
1630330,1
85095,1
505447,1
3439347089,1
3809463405,1
1360032,1
2513494,1
6161422023,1
2558240,1
6024339530,1
982140,1
8842655094,1
727928,1
1171008,1
2068455,1
1600062,1
160073,1
606970,1
708768,1
655319,1
1220427,1
1946143,1
9940200334,1
140252,1
6981946688,1
784617,1
1777531,1
2448713,1
1287073,1
620579,1
80996,1
260119,1
3281647423,1
80649,1
3206420549,1
120109,1
744454,1
637771163,1
2345554,1
2615162,1
601075,1
802585,1
1803328377,1
1461729,1
2562638,1
4431533570,1
920347,1
1101362,1
1440057,1
646655,1
5057834855,1
2493441875,1
706336,1
9344194544,1
654560,1
1869975,1
4949162353,1
126309,1
893857,1
1780867,1
8865557381,1
1045190,1
7073869592,1
3937274650,1
2850045983,1
2567827,1
1308189,1
8540453732,1
1940952,1
1224975,1
2417426,1
1541759,1
2488037,1
6320613262,1
900789,1
2002835,1
3184285,1
2002757,1
468896976,1
640698,1
1751079,1
761334,1
2623728,1
1917850,1
766221,1
2972352,1
2880266,1
1860368126,1
6075485,1
4049741,1
2408735,1
1220348,1
1820755,1
3206420017,1
733570,1
1823350,1
1987592,1
7339,1
1320442,1
1657307,1
886920,1
82965,1
1301079,1
2304636,1
1405863,1
180254,1
1334919,1
5638216784,1
2370141551,1
122540,1
862028,1
4281567232,1
8702277221,1
2240004,1
4302173199,1
1185680302,1
1402731,1
1433831,1
6567147374,1
686326,1
1320933,1
1300009,1
1361475,1
2981830,1
560173,1
4420394,1
792016,1
9552353952,1
120675,1
8784934486,1
1787831,1
940627,1
1961407,1
142948,1
7173304417,1
775985,1
2943067,1
2972293,1
1155349,1
2568282,1
6320614708,1
640090,1
1364252,1
9384545844,1
5825872563,1
9067751314,1
1891305519,1
1985606,0
7219307732,0
1080216,0
3972470,0
1945847,0
7235676953,0
82212,0
1591233,0
1590860409,0
1867869,0
801428,0
2601248,0
9384545164,0
700086,0
786733,0
1320006,0
1560530,0
7201191919,0
1822805096,0
640923,0
9776775363,0
1285263,0
4941330,0
6423516,0
781725,0
720878,0
1242487,0
9811940874,0
1220133,0
2418165685,0
9831959789,0
708586,0
636607847,0
9811956694,0
1871321859,0
608524,0
760331,0
766167,0
2500228,0
4012528767,0
123706,0
1641334,0
1467758,0
1985234,0
3156214,0
802772,0
880855,0
101192,0
1020522,0
603304,0
9831962542,0
604645,0
1474803,0
1178888398,0
2519660101,0
2483027,0
3250710205,0
1320861,0
1213216,0
7271577171,0
1441316,0
2678959035,0
4012531003,0
700384,0
782894,0
7112933321,0
1300216,0
9022939234,0
1424260853,0
679209646,0
124305,0
121460,0
4803108035,0
1263699,0
101732,0
3168216,0
2632259,0
121474,0
7982322574,0
1080390,0
4945085,0
9811879610,0
6871270510,0
4034081709,0
902199,0
2512433727,0
1917538,0
6919811557,0
2622233,0
1666017,0
6213700915,0
4606270,0
1283198,0
196,0
5201788015,0
1380272,0
1870267,0
1286897,0
121559,0
9811949556,0
102774,0
152781,0
9384545671,0
2543972,0
670840,0
619163,0
2940570,0
1328452,0
1483851,0
1949998,0
1697603552,0
1757674774,0
1420770,0
5347689201,0
2881957,0
9811956703,0
9544082726,0
896053,0
7456181374,0
1495599,0
723052,0
905990,0
1104779,0
794622,0
1482722386,0
570281,0
1480106,0
9810226476,0
2460116,0
105717,0
758534,0
1801590,0
4944845,0
9944561433,0
1777603,0
8448308292,0
1201675,0
6945458083,0
9811956693,0
607903,0
2469018,0
1840235,0
9089049729,0
3929595078,0
8794824227,0
767205,0
1863484,0
5837292795,0
1760216,0
8869921379,0
640254,0
7982360087,0
1297526454,0
855676,0
2202814,0
1320917,0
42126,0
9811887844,0
5883936,0
601898,0
1286034,0
4484046625,0
9811956619,0
2159366,0
3022847,0
1160592,0
1680440100,0
603335,0
661019,0
81814,0
3610380,0
3445792,0
3483071,0
2548377,0
702971,0
2034347,0
1342068,0
2049739,0
7133319983,0
1742610,0
7575202002,0
1322494,0
4215966022,0
9811948952,0
3610678016,0
602618,0
5829479683,0
7093716362,0
120656,0
8247720632,0
740396,0
1946169,0
1410914028,0
2141341,0
7987728,0
1040234,0
745810,0
8906625701,0
1523982,0
9811887790,0
7023784860,0
3983955441,0
3541533,0
1240089,0
1286147,0
2177546,0
3574094,0
1940356,0
900483,0
1220540,0
5156711264,0
9653276388,0
697333,0
1040527981,0
6423934,0
1201327,0
7398600638,0
2469055,0
1373728,0
674894,0
92460,0
4837085284,0
3089922,0
1220232,0
2015521,0
7982321855,0
6571962516,0
5268171219,0
627634,0
4941883147,0
81068,0
1123016,0
9398165093,0
3526760560,0
2403072,0
1356281,0
1325646,0
2522809,0
1883012,0
3206420036,0
9811879571,0
101610,0
4452,0
105698438,0
6987083439,0
1973477,0
9384549691,0
3206420555,0
2133105780,0
2326648,0
1272220,0
9811951890,0
7363963500,0
2920893,0
8837256705,0
9490,0
1782476,0
362526899,0
606928,0
5054125682,0
1881136,0
180597,0
600543,0
787094,0
9944561337,0
1648523,0
1307203,0
1420879,0
106676,0
9655477412,0
1240753,0
1280012,0
1104602,0
7177190535,0
820048,0
6453143692,0
1814645,0
605364,0
1322875,0
3195419512,0
8262939802,0
2433963,0
6449204322,0
1160050,0
7366636809,0
673274,0
1981280,0
7834980052,0
4611249,0
940253,0
3987685,0
2560289,0
1860369546,0
2860196,0
40445,0
3074350,0
88919,0
680321,0
8078553478,0
580367,0
6866153624,0
1298755,0
662484,0
2645338887,0
728012,0
8581647626,0
5825863597,0
1883074,0
9869687946,0
4737117462,0
645445,0
2999549,0
1376119,0
603597,0
9773423365,0
3788944,0
740517,0
9811950050,0
2020031,0
120481,0
9219332016,0
1204434,0
2038008,0
3465910,0
741646,0
1806375,0
3995657943,0
7916374054,0
120081,0
9653278015,0
1225638,0
817125,0
662176,0
17365696,0
664703,0
9811879565,0
924308620,0
904941,0
7650031966,0
281,0
7177189820,0
9811950400,0
700264,0
977340,0
9811956621,0
1894319,0
864429,0
1689959119,0
1802337,0
6297831542,0
885554,0
602231,0
7093721,0
882834,0
1764487,0
1719649,0
122266,0
9922706013,0
1164888,0
1221308,0
2077243,0
1007003,0
883662905,0
1286457,0
8014050181,0
2544222,0
4781701781,0
2081763,0
6478660320,0
180577,0
124792,0
9191712842,0
1860291,0
602145,0
3405681,0
710958,0
1006554,0
9811880089,0
1475065,0
8216395096,0
1452862822,0
1982148,0
1800755,0
1343324,0
1104400,0
4006938126,0
623726,0
9797580437,0
298643786,0
782545,0
743646,0
600366,0
748230,0
1275136019,0
2366026,0
1271615,0
2950723262,0
573154,0
1420822,0
6482323201,0
750837,0
214803234,0
2022149,0
1540721,0
980230,0
1645425,0
600160,0
83392,0
1184823,0
1170521,0
706210,0
1800127,0
2407282,0
9506460028,0
3309390,0
5837292746,0
7065350216,0
7398599601,0
5113912,0
9811956699,0
1078958992,0
9765871150,0
995867,0
4341838249,0
1394307,0
624184,0
8451031442,0
2864756,0
8261694960,0
1992834,0
1370057750,0
160165,0
2542189,0
589435,0
1240500,0
3060048885,0
465837123,0
4380960807,0
2540929,0
1342956,0
1654001,0
1284167,0
13101648,0
143109,0
2157330449,0
4874287,0
8402650002,0
9065116470,0
140296,0
3865720,0
1142548,0
9194555617,0
1827674,0
786603,0
560492,0
860553884,0
1290847,0
747441,0
2447170,0
13882736,0
822944692,0
1880414,0
657131,0
1254080,0
3100069,0
2103917,0
2020132,0
9289290756,0
1417908,0
1965432,0
723825,0
82284,0
7533529633,0
2910856,0
9811951888,0
1260621,0
1287315,0
1150805,0
9093706804,0
4338214951,0
9811940848,0
1881644,0
968452348,0
980397,0
153345,0
1867170,0
9653275462,0
3173578008,0
2512433738,0
7456185465,0
2088587,0
1362876,0
780949,0
1360143,0
2429001,0
1326795,0
7533534061,0
37920971,0
9750099364,0
8525543565,0
1170509,0
1301883,0
831217465,0
1518677,0
7315973923,0
9090443887,0
4281568410,0
5408015505,0
1487761,0
1280673,0
7915930069,0
1755032,0
1166632,0
1240458,0
2019317,0
1530317391,0
3463307153,0
1462815,0
1338992,0
7413927013,0
2324233,0
9811940869,0
103312790,0
1746073,0
748273,0
2956341,0
1179731,0
121480,0
8391970142,0
1176199,0
5825871419,0
2040011,0
1475071,0
4481256,0
1698358,0
601660,0
5156980501,0
6422255696,0
6647858,0
850499,0
3574098,0
2428772098,0
1825484,0
7058269651,0
6537830501,0
1424254336,0
1470634056,0
6274134210,0
1361052,0
3163312,0
604322,0
527093049,0
2247169,0
6034132791,0
1504628,0
2102223,0
9914452629,0
661650,0
9811956706,0
1963194,0
742139,0
4532764138,0
6362466169,0
9811880145,0
9811956691,0
8418742579,0
1881273,0
1280193,0
5054125688,0
624562,0
140024,0
3971367726,0
4179561694,0
7058246513,0
1007507503,0
5844699329,0
1836833,0
990631,0
601319,0
1560702,0
3972,0
2341737,0
2520719,0
694964324,0
121185,0
7413929664,0
2451448,0
3544468245,0
1243939,0
5231522808,0
1940581,0
1347243,0
1281431,0
120557,0
1260345,0
980465,0
9811956692,0
7398600166,0
1841299,0
9811950051,0
1342717,0
8525547144,0
9811940872,0
1761888,0
8643300302,0
1325723,0
2273727,0
1260768,0
2512433726,0
120808,0
8815749589,0
707444,0
140513,0
1232284,0
1415044,0
177085762,0
9811940835,0
1654764,0
623594,0
1767338887,0
2427767,0
6571960984,0
121370,0
2686677,0
212702116,0
96622,0
1579538,0
1841296,0
645627,0
2020421,0
6362711,0
8494867372,0
220970,0
1210359,0
8744060024,0
881618,0
1200249,0
624870,0
880519,0
94204,0
100132,0
160267,0
1321513,0
1220628,0
8272401037,0
1510018,0
7834973161,0
1495718,0
6636810,0
862061,0
82352,0
1121156,0
9811940852,0
725884,0
120210,0
1246486,0
500491,0
9811955878,0
7964962815,0
1909845,0
1989730060,0
694958489,0
1800477,0
745078,0
800530,0
765498,0
620615,0
1260449,0
1263423,0
1337166,0
3234348,0
4748306673,0
6932654965,0
2664528,0
682294,0
2098600,0
1627002,0
1863275,0
8448306384,0
2967915,0
1269909,0
9922713050,0
80841,0
3240341574,0
9811951884,0
7445112114,0
1260968,0
2545935,0
1251149,0
16366552,0
760333,0
80261,0
1354999,0
95602,0
191849086,0
1232571,0
582083,0
1979755,0
1604594,0
9811880090,0
180375,0
9811940851,0
81041,0
4341838007,0
3494048225,0
9189746642,0
41458,0
1525215,0
695713,0
1807042,0
600452,0
1405417,0
85648,0
1785,0
9992463393,0
4005668,0
840847,0
1548392,0
896476,0
739734,0
721286,0
760336,0
1390887,0
744219,0
1324077,0
771396,0
6961051859,0
101505,0
733340,0
1081333,0
3232437,0
84222,0
2136139485,0
792018,0
7201209290,0
8569538734,0
684872,0
8888629885,0
9417799125,0
746513,0
620340,0
1440301,0
784481,0
2548380,0
3914316093,0
1411856164,0
6121837530,0
6701357796,0
1783522,0
6426023026,0
660274,0
9810684204,0
1183662,0
1164860,0
665956,0
3406107,0
620914,0
1286167,0
1355077,0
121881,0
1280954,0
96624,0
5054125616,0
7529242324,0
2585169,0
996598,0
1200818,0
8416632,0
747544,0
3444836,0
7644483801,0
1866272,0
42,0
2389341,0
2781,0
8007994417,0
2632103429,0
2864674,0
8260626342,0
1602933,0
1989730674,0
8703438317,0
100552,0
110490627,0
726979,0
1447793,0
106019,0
5318529287,0
1651482,0
9750088260,0
9194555378,0
920496,0
622515,0
2130917,0
9843009745,0
9811880152,0
1415168,0
81073,0
8159368413,0
1940092,0
740855,0
1521388,0
636600247,0
787796,0
7456182356,0
2794247755,0
4146743,0
9810683987,0
1950699,0
4041242765,0
2518220,0
8525541866,0
81005,0
121723,0
9022843850,0
1921095,0
1151136,0
1282503,0
9811880124,0
622332,0
80782,0
68083455,0
3993282,0
830833,0
1820728,0
5054125608,0
1100064,0
9811940850,0
2820151,0
742261,0
122353,0
9811887855,0
2944939,0
2022301,0
1323773,0
1653469,0
901942,0
9275278919,0
5168520781,0
1121209,0
2316804,0
3327738598,0
9811940846,0
765682,0
1512600,0
4006939221,0
4545762,0
2434992,0
1885765,0
120766,0
2063461,0
2384575,0
1161288692,0
4882521733,0
1981867,0
202105,0
929317,0
9811956687,0
640305,0
886840,0
9940908119,0
960278,0
1579161,0
9765871629,0
16902,0
4930407,0
121558,0
1329341,0
631366,0
600280,0
1502989,0
1304078,0
748310,0
84380,0
84633,0
1241745,0
696452,0
67334311,0
9194555487,0
7119910644,0
263163,0
605692,0
622669,0
122723,0
9811940845,0
614209797,0
645406,0
669547,0
822940266,0
680022,0
9811951871,0
9653329796,0
602177,0
2017666,0
1590864391,0
6591940817,0
4540795743,0
1885773,0
6078358197,0
86190,0
650438,0
1256962,0
647463,0
3088641824,0
7315973650,0
9811940867,0
1340408,0
17352885,0
580855,0
608159,0
1370054994,0
1370053915,0
9811880094,0
612151,0
104784,0
777143,0
3983973891,0
1443632,0
2480523,0
5778884363,0
1917697,0
4121573,0
2568355,0
611361,0
3477670,0
8475452215,0
6161425115,0
744857,0
4534227,0
761341,0
221581,0
